"query","lat","lon","lat_min","lat_max","lon_min","lon_max"
"Frauenfeld, Switzerland",47.5561915,8.8963347,47.5270307,47.5865626,8.8377421,8.9458169
"Oranienburg, Germany",52.7529379,13.2457591,52.7093903,52.8464685,13.1309851,13.4306044
"Briesen, Germany",51.8154844,14.2456389,51.7934177,51.850574,14.2204839,14.27452
"Nyeri, Kenya",-0.4192962,36.9517005,-0.4452637,-0.4056324,36.9077432,36.9861603
"Ridgeville, IN, USA",40.2892107,-85.028857,40.284374,40.302269,-85.036259,-85.02177
"Gränichen, Switzerland",47.3592835,8.0971009,47.330408,47.3782704,8.0705956,8.1429418
"Würzburg, Germany",49.79245,9.932966,49.7106843,49.8454619,9.8716285,10.0144286
"Remscheid, Germany",51.1798706,7.1943544,51.1422902,51.2268285,7.1310236,7.3093209
"Riga, Latvia",56.9493977,24.1051846,56.8573462,57.0859815,23.9325504,24.3245042
"Grand Valley, CO, USA",41.7211706,-79.5375503,41.7011706,41.7411706,-79.5575503,-79.5175503
"Amherst, NS, Canada",45.8286903,-64.2040548,45.8031969,45.8457658,-64.2339168,-64.1791327
"Semarang, Indonesia",-6.9903988,110.4229104,-7.1144639,-6.9319917,110.2672863,110.5088836
"Wigton, United Kingdom",54.8250263,-3.1583101,54.8118761,54.8344559,-3.1818588,-3.1444746
"Ramelton, Ireland",55.0373603,-7.6436895,54.9973603,55.0773603,-7.6836895,-7.6036895
"Albuquerque, NM, USA",35.0841034,-106.650985,34.9241034,35.2441034,-106.810985,-106.490985
"Pleasanton, CA, USA",37.6624312,-121.8746789,37.6200582,37.7030362,-121.954974,-121.7989177
"Niagara Falls, Canada",43.1065603,-79.0639039,42.959288,43.1479269,-79.1772787,-78.9997399
"New Albany, MS, USA",34.4942683,-89.0078418,34.4542683,34.5342683,-89.0478418,-88.9678418
"St. Columb Minor, United Kingdom",50.4212397,-5.0428584,50.4012397,50.4412397,-5.0628584,-5.0228584
"Taunton, MA, USA",41.8946107,-71.11113,41.838493,41.9931781,-71.1938999,-70.9737172
"Stoughton, WI, USA",42.9167389,-89.2178997,42.9033181,42.9478966,-89.2603213,-89.185412
"Victoria, BC, Canada",48.4283182,-123.3649533,48.4028109,48.4504983,-123.398075,-123.3224485
"Woodstock, United Kingdom",51.8474887,-1.3545343,51.8404089,51.8678089,-1.3697251,-1.3370126
"Kórnik, Poland",52.2492751,17.0901242,52.2198084,52.2608222,17.0724237,17.1111566
"Kobiele Wielkie, Poland",51.0304056,19.6243691,51.0104056,51.0504056,19.6043691,19.6443691
"Abeokuta, Nigeria",7.1547129,3.3467344,6.9947129,7.3147129,3.1867344,3.5067344
"Lorenzkirch, Germany",51.3534695,13.2479165,51.3334695,51.3734695,13.2279165,13.2679165
"Staunton, VA, USA",38.1495947,-79.072557,38.121176,38.1990176,-79.1138396,-79.0113808
"Fukuoka, Japan",33.6251241,130.6180016,32.9397302,34.6474905,129.8133106,131.2494964
"Hsinchu, Taiwan",24.8066333,120.9686833,24.712573,24.8532113,120.8794247,121.0335407
"Menin, Belgium",50.7937353,3.16704061110027,50.7553195,50.8321795,3.0805825,3.2197575
"Vitebsk, Belorussia, Belarus",54.3836054,30.4054004,54.3809778,54.3865138,30.3989157,30.4115245
