"color","gracz","rodzaj","n","mean","day","hour"
"both","Mlodziak77","rapid",0,0,1,8
"both","Mlodziak77","rapid",0,0,1,9
"both","Mlodziak77","rapid",0,0,1,10
"both","Mlodziak77","rapid",0,0,1,11
"both","Mlodziak77","rapid",0,0,1,12
"both","Mlodziak77","rapid",0,0,1,13
"both","Mlodziak77","rapid",0,0,1,22
"both","Mlodziak77","rapid",0,0,1,23
"both","Mlodziak77","rapid",0,0,2,0
"both","Mlodziak77","rapid",0,0,2,1
"both","Mlodziak77","rapid",0,0,2,2
"both","Mlodziak77","rapid",0,0,2,3
"both","Mlodziak77","rapid",0,0,2,4
"both","Mlodziak77","rapid",0,0,2,5
"both","Mlodziak77","rapid",0,0,2,6
"both","Mlodziak77","rapid",0,0,2,7
"both","Mlodziak77","rapid",0,0,2,8
"both","Mlodziak77","rapid",0,0,2,23
"both","Mlodziak77","rapid",0,0,3,0
"both","Mlodziak77","rapid",0,0,3,1
"both","Mlodziak77","rapid",0,0,3,2
"both","Mlodziak77","rapid",0,0,3,3
"both","Mlodziak77","rapid",0,0,3,4
"both","Mlodziak77","rapid",0,0,3,5
"both","Mlodziak77","rapid",0,0,3,6
"both","Mlodziak77","rapid",0,0,3,7
"both","Mlodziak77","rapid",0,0,3,8
"both","Mlodziak77","rapid",0,0,3,9
"both","Mlodziak77","rapid",0,0,3,16
"both","Mlodziak77","rapid",0,0,3,17
"both","Mlodziak77","rapid",0,0,3,18
"both","Mlodziak77","rapid",0,0,3,23
"both","Mlodziak77","rapid",0,0,4,0
"both","Mlodziak77","rapid",0,0,4,1
"both","Mlodziak77","rapid",0,0,4,2
"both","Mlodziak77","rapid",0,0,4,3
"both","Mlodziak77","rapid",0,0,4,4
"both","Mlodziak77","rapid",0,0,4,5
"both","Mlodziak77","rapid",0,0,4,6
"both","Mlodziak77","rapid",0,0,4,7
"both","Mlodziak77","rapid",0,0,4,8
"both","Mlodziak77","rapid",0,0,4,9
"both","Mlodziak77","rapid",0,0,4,14
"both","Mlodziak77","rapid",0,0,4,15
"both","Mlodziak77","rapid",0,0,4,17
"both","Mlodziak77","rapid",0,0,4,18
"both","Mlodziak77","rapid",0,0,4,22
"both","Mlodziak77","rapid",0,0,4,23
"both","Mlodziak77","rapid",0,0,5,0
"both","Mlodziak77","rapid",0,0,5,1
"both","Mlodziak77","rapid",0,0,5,2
"both","Mlodziak77","rapid",0,0,5,3
"both","Mlodziak77","rapid",0,0,5,4
"both","Mlodziak77","rapid",0,0,5,5
"both","Mlodziak77","rapid",0,0,5,6
"both","Mlodziak77","rapid",0,0,5,7
"both","Mlodziak77","rapid",0,0,5,8
"both","Mlodziak77","rapid",0,0,5,9
"both","Mlodziak77","rapid",0,0,5,11
"both","Mlodziak77","rapid",0,0,5,13
"both","Mlodziak77","rapid",0,0,5,15
"both","Mlodziak77","rapid",0,0,5,17
"both","Mlodziak77","rapid",0,0,5,22
"both","Mlodziak77","rapid",0,0,5,23
"both","Mlodziak77","rapid",0,0,6,0
"both","Mlodziak77","rapid",0,0,6,1
"both","Mlodziak77","rapid",0,0,6,2
"both","Mlodziak77","rapid",0,0,6,3
"both","Mlodziak77","rapid",0,0,6,4
"both","Mlodziak77","rapid",0,0,6,5
"both","Mlodziak77","rapid",0,0,6,6
"both","Mlodziak77","rapid",0,0,6,7
"both","Mlodziak77","rapid",0,0,6,8
"both","Mlodziak77","rapid",0,0,6,15
"both","Mlodziak77","rapid",0,0,6,22
"both","Mlodziak77","rapid",0,0,6,23
"both","Mlodziak77","rapid",0,0,7,0
"both","Mlodziak77","rapid",0,0,7,1
"both","Mlodziak77","rapid",0,0,7,2
"both","Mlodziak77","rapid",0,0,7,3
"both","Mlodziak77","rapid",0,0,7,4
"both","Mlodziak77","rapid",0,0,7,5
"both","Mlodziak77","rapid",0,0,7,7
"both","Mlodziak77","rapid",0,0,7,8
"both","Mlodziak77","rapid",0,0,7,9
"both","Mlodziak77","rapid",0,0,7,20
"both","Mlodziak77","rapid",0,0,7,21
"both","Mlodziak77","rapid",0,0,7,22
"both","Mlodziak77","rapid",0,0,7,23
"white","tymekkk","blitz",0,0,1,0
"white","tymekkk","blitz",0,0,1,1
"white","tymekkk","blitz",0,0,1,2
"white","tymekkk","blitz",0,0,1,4
"white","tymekkk","blitz",0,0,1,5
"white","tymekkk","blitz",0,0,1,6
"white","tymekkk","blitz",0,0,1,23
"white","tymekkk","blitz",0,0,2,0
"white","tymekkk","blitz",0,0,2,1
"white","tymekkk","blitz",0,0,2,2
"white","tymekkk","blitz",0,0,2,3
"white","tymekkk","blitz",0,0,2,4
"white","tymekkk","blitz",0,0,2,5
"white","tymekkk","blitz",0,0,2,11
"white","tymekkk","blitz",0,0,2,22
"white","tymekkk","blitz",0,0,2,23
"white","tymekkk","blitz",0,0,3,0
"white","tymekkk","blitz",0,0,3,1
"white","tymekkk","blitz",0,0,3,2
"white","tymekkk","blitz",0,0,3,3
"white","tymekkk","blitz",0,0,3,4
"white","tymekkk","blitz",0,0,3,5
"white","tymekkk","blitz",0,0,3,6
"white","tymekkk","blitz",0,0,3,15
"white","tymekkk","blitz",0,0,3,22
"white","tymekkk","blitz",0,0,3,23
"white","tymekkk","blitz",0,0,4,0
"white","tymekkk","blitz",0,0,4,1
"white","tymekkk","blitz",0,0,4,2
"white","tymekkk","blitz",0,0,4,3
"white","tymekkk","blitz",0,0,4,4
"white","tymekkk","blitz",0,0,4,5
"white","tymekkk","blitz",0,0,4,22
"white","tymekkk","blitz",0,0,5,0
"white","tymekkk","blitz",0,0,5,1
"white","tymekkk","blitz",0,0,5,2
"white","tymekkk","blitz",0,0,5,3
"white","tymekkk","blitz",0,0,5,4
"white","tymekkk","blitz",0,0,5,5
"white","tymekkk","blitz",0,0,5,15
"white","tymekkk","blitz",0,0,6,1
"white","tymekkk","blitz",0,0,6,2
"white","tymekkk","blitz",0,0,6,3
"white","tymekkk","blitz",0,0,6,4
"white","tymekkk","blitz",0,0,6,5
"white","tymekkk","blitz",0,0,6,6
"white","tymekkk","blitz",0,0,6,7
"white","tymekkk","blitz",0,0,7,0
"white","tymekkk","blitz",0,0,7,1
"white","tymekkk","blitz",0,0,7,2
"white","tymekkk","blitz",0,0,7,3
"white","tymekkk","blitz",0,0,7,4
"white","tymekkk","blitz",0,0,7,6
"white","tymekkk","blitz",0,0,7,7
"white","tymekkk","blitz",0,0,7,23
"black","tymekkk","blitz",0,0,1,1
"black","tymekkk","blitz",0,0,1,2
"black","tymekkk","blitz",0,0,1,4
"black","tymekkk","blitz",0,0,1,5
"black","tymekkk","blitz",0,0,1,6
"black","tymekkk","blitz",0,0,1,7
"black","tymekkk","blitz",0,0,1,22
"black","tymekkk","blitz",0,0,1,23
"black","tymekkk","blitz",0,0,2,0
"black","tymekkk","blitz",0,0,2,1
"black","tymekkk","blitz",0,0,2,2
"black","tymekkk","blitz",0,0,2,3
"black","tymekkk","blitz",0,0,2,4
"black","tymekkk","blitz",0,0,2,5
"black","tymekkk","blitz",0,0,2,7
"black","tymekkk","blitz",0,0,2,14
"black","tymekkk","blitz",0,0,2,22
"black","tymekkk","blitz",0,0,2,23
"black","tymekkk","blitz",0,0,3,0
"black","tymekkk","blitz",0,0,3,1
"black","tymekkk","blitz",0,0,3,2
"black","tymekkk","blitz",0,0,3,3
"black","tymekkk","blitz",0,0,3,4
"black","tymekkk","blitz",0,0,3,6
"black","tymekkk","blitz",0,0,3,12
"black","tymekkk","blitz",0,0,3,22
"black","tymekkk","blitz",0,0,3,23
"black","tymekkk","blitz",0,0,4,0
"black","tymekkk","blitz",0,0,4,1
"black","tymekkk","blitz",0,0,4,2
"black","tymekkk","blitz",0,0,4,3
"black","tymekkk","blitz",0,0,4,4
"black","tymekkk","blitz",0,0,4,5
"black","tymekkk","blitz",0,0,4,7
"black","tymekkk","blitz",0,0,4,22
"black","tymekkk","blitz",0,0,5,0
"black","tymekkk","blitz",0,0,5,1
"black","tymekkk","blitz",0,0,5,2
"black","tymekkk","blitz",0,0,5,3
"black","tymekkk","blitz",0,0,5,4
"black","tymekkk","blitz",0,0,5,6
"black","tymekkk","blitz",0,0,5,22
"black","tymekkk","blitz",0,0,6,1
"black","tymekkk","blitz",0,0,6,2
"black","tymekkk","blitz",0,0,6,3
"black","tymekkk","blitz",0,0,6,4
"black","tymekkk","blitz",0,0,6,5
"black","tymekkk","blitz",0,0,6,6
"black","tymekkk","blitz",0,0,6,8
"black","tymekkk","blitz",0,0,7,0
"black","tymekkk","blitz",0,0,7,1
"black","tymekkk","blitz",0,0,7,2
"black","tymekkk","blitz",0,0,7,3
"black","tymekkk","blitz",0,0,7,4
"black","tymekkk","blitz",0,0,7,6
"black","tymekkk","blitz",0,0,7,7
"black","tymekkk","blitz",0,0,7,17
"black","tymekkk","blitz",0,0,7,22
"black","tymekkk","blitz",0,0,7,23
"both","tymekkk","blitz",0,0,1,1
"both","tymekkk","blitz",0,0,1,2
"both","tymekkk","blitz",0,0,1,4
"both","tymekkk","blitz",0,0,1,5
"both","tymekkk","blitz",0,0,1,6
"both","tymekkk","blitz",0,0,1,23
"both","tymekkk","blitz",0,0,2,0
"both","tymekkk","blitz",0,0,2,1
"both","tymekkk","blitz",0,0,2,2
"both","tymekkk","blitz",0,0,2,3
"both","tymekkk","blitz",0,0,2,4
"both","tymekkk","blitz",0,0,2,5
"both","tymekkk","blitz",0,0,2,22
"both","tymekkk","blitz",0,0,2,23
"both","tymekkk","blitz",0,0,3,0
"both","tymekkk","blitz",0,0,3,1
"both","tymekkk","blitz",0,0,3,2
"both","tymekkk","blitz",0,0,3,3
"both","tymekkk","blitz",0,0,3,4
"both","tymekkk","blitz",0,0,3,6
"both","tymekkk","blitz",0,0,3,22
"both","tymekkk","blitz",0,0,3,23
"both","tymekkk","blitz",0,0,4,0
"both","tymekkk","blitz",0,0,4,1
"both","tymekkk","blitz",0,0,4,2
"both","tymekkk","blitz",0,0,4,3
"both","tymekkk","blitz",0,0,4,4
"both","tymekkk","blitz",0,0,4,5
"both","tymekkk","blitz",0,0,4,22
"both","tymekkk","blitz",0,0,5,0
"both","tymekkk","blitz",0,0,5,1
"both","tymekkk","blitz",0,0,5,2
"both","tymekkk","blitz",0,0,5,3
"both","tymekkk","blitz",0,0,5,4
"both","tymekkk","blitz",0,0,6,1
"both","tymekkk","blitz",0,0,6,2
"both","tymekkk","blitz",0,0,6,3
"both","tymekkk","blitz",0,0,6,4
"both","tymekkk","blitz",0,0,6,5
"both","tymekkk","blitz",0,0,6,6
"both","tymekkk","blitz",0,0,7,0
"both","tymekkk","blitz",0,0,7,1
"both","tymekkk","blitz",0,0,7,2
"both","tymekkk","blitz",0,0,7,3
"both","tymekkk","blitz",0,0,7,4
"both","tymekkk","blitz",0,0,7,6
"both","tymekkk","blitz",0,0,7,7
"both","tymekkk","blitz",0,0,7,23
"white","tymekkk","bullet",0,0,1,0
"white","tymekkk","bullet",0,0,1,1
"white","tymekkk","bullet",0,0,1,2
"white","tymekkk","bullet",0,0,1,3
"white","tymekkk","bullet",0,0,1,4
"white","tymekkk","bullet",0,0,1,5
"white","tymekkk","bullet",0,0,1,6
"white","tymekkk","bullet",0,0,1,7
"white","tymekkk","bullet",0,0,1,8
"white","tymekkk","bullet",0,0,1,9
"white","tymekkk","bullet",0,0,1,10
"white","tymekkk","bullet",0,0,1,11
"white","tymekkk","bullet",0,0,1,12
"white","tymekkk","bullet",0,0,1,13
"white","tymekkk","bullet",0,0,1,14
"white","tymekkk","bullet",0,0,1,15
"white","tymekkk","bullet",0,0,1,16
"white","tymekkk","bullet",0,0,1,17
"white","tymekkk","bullet",0,0,1,18
"white","tymekkk","bullet",0,0,1,19
"white","tymekkk","bullet",0,0,1,20
"white","tymekkk","bullet",0,0,1,21
"white","tymekkk","bullet",0,0,1,22
"white","tymekkk","bullet",0,0,1,23
"white","tymekkk","bullet",0,0,2,0
"white","tymekkk","bullet",0,0,2,1
"white","tymekkk","bullet",0,0,2,2
"white","tymekkk","bullet",0,0,2,3
"white","tymekkk","bullet",0,0,2,4
"white","tymekkk","bullet",0,0,2,5
"white","tymekkk","bullet",0,0,2,6
"white","tymekkk","bullet",0,0,2,7
"white","tymekkk","bullet",0,0,2,8
"white","tymekkk","bullet",0,0,2,9
"white","tymekkk","bullet",0,0,2,10
"white","tymekkk","bullet",0,0,2,11
"white","tymekkk","bullet",0,0,2,12
"white","tymekkk","bullet",0,0,2,13
"white","tymekkk","bullet",0,0,2,14
"white","tymekkk","bullet",0,0,2,15
"white","tymekkk","bullet",0,0,2,16
"white","tymekkk","bullet",0,0,2,17
"white","tymekkk","bullet",0,0,2,18
"white","tymekkk","bullet",0,0,2,19
"white","tymekkk","bullet",0,0,2,20
"white","tymekkk","bullet",0,0,2,21
"white","tymekkk","bullet",0,0,2,22
"white","tymekkk","bullet",0,0,2,23
"white","tymekkk","bullet",0,0,3,0
"white","tymekkk","bullet",0,0,3,1
"white","tymekkk","bullet",0,0,3,2
"white","tymekkk","bullet",0,0,3,3
"white","tymekkk","bullet",0,0,3,4
"white","tymekkk","bullet",0,0,3,5
"white","tymekkk","bullet",0,0,3,6
"white","tymekkk","bullet",0,0,3,7
"white","tymekkk","bullet",0,0,3,8
"white","tymekkk","bullet",0,0,3,9
"white","tymekkk","bullet",0,0,3,10
"white","tymekkk","bullet",0,0,3,11
"white","tymekkk","bullet",0,0,3,12
"white","tymekkk","bullet",0,0,3,13
"white","tymekkk","bullet",0,0,3,14
"white","tymekkk","bullet",0,0,3,15
"white","tymekkk","bullet",0,0,3,16
"white","tymekkk","bullet",0,0,3,17
"white","tymekkk","bullet",0,0,3,18
"white","tymekkk","bullet",0,0,3,19
"white","tymekkk","bullet",0,0,3,20
"white","tymekkk","bullet",0,0,3,21
"white","tymekkk","bullet",0,0,3,22
"white","tymekkk","bullet",0,0,3,23
"white","tymekkk","bullet",0,0,4,0
"white","tymekkk","bullet",0,0,4,1
"white","tymekkk","bullet",0,0,4,2
"white","tymekkk","bullet",0,0,4,3
"white","tymekkk","bullet",0,0,4,4
"white","tymekkk","bullet",0,0,4,5
"white","tymekkk","bullet",0,0,4,6
"white","tymekkk","bullet",0,0,4,7
"white","tymekkk","bullet",0,0,4,8
"white","tymekkk","bullet",0,0,4,9
"white","tymekkk","bullet",0,0,4,10
"white","tymekkk","bullet",0,0,4,11
"white","tymekkk","bullet",0,0,4,12
"white","tymekkk","bullet",0,0,4,13
"white","tymekkk","bullet",0,0,4,14
"white","tymekkk","bullet",0,0,4,15
"white","tymekkk","bullet",0,0,4,16
"white","tymekkk","bullet",0,0,4,17
"white","tymekkk","bullet",0,0,4,18
"white","tymekkk","bullet",0,0,4,19
"white","tymekkk","bullet",0,0,4,20
"white","tymekkk","bullet",0,0,4,21
"white","tymekkk","bullet",0,0,4,22
"white","tymekkk","bullet",0,0,4,23
"white","tymekkk","bullet",0,0,5,0
"white","tymekkk","bullet",0,0,5,1
"white","tymekkk","bullet",0,0,5,2
"white","tymekkk","bullet",0,0,5,3
"white","tymekkk","bullet",0,0,5,4
"white","tymekkk","bullet",0,0,5,5
"white","tymekkk","bullet",0,0,5,6
"white","tymekkk","bullet",0,0,5,7
"white","tymekkk","bullet",0,0,5,8
"white","tymekkk","bullet",0,0,5,9
"white","tymekkk","bullet",0,0,5,10
"white","tymekkk","bullet",0,0,5,11
"white","tymekkk","bullet",0,0,5,12
"white","tymekkk","bullet",0,0,5,13
"white","tymekkk","bullet",0,0,5,14
"white","tymekkk","bullet",0,0,5,15
"white","tymekkk","bullet",0,0,5,16
"white","tymekkk","bullet",0,0,5,17
"white","tymekkk","bullet",0,0,5,18
"white","tymekkk","bullet",0,0,5,19
"white","tymekkk","bullet",0,0,5,20
"white","tymekkk","bullet",0,0,5,21
"white","tymekkk","bullet",0,0,5,22
"white","tymekkk","bullet",0,0,5,23
"white","tymekkk","bullet",0,0,6,0
"white","tymekkk","bullet",0,0,6,1
"white","tymekkk","bullet",0,0,6,2
"white","tymekkk","bullet",0,0,6,3
"white","tymekkk","bullet",0,0,6,4
"white","tymekkk","bullet",0,0,6,5
"white","tymekkk","bullet",0,0,6,6
"white","tymekkk","bullet",0,0,6,7
"white","tymekkk","bullet",0,0,6,8
"white","tymekkk","bullet",0,0,6,9
"white","tymekkk","bullet",0,0,6,10
"white","tymekkk","bullet",0,0,6,11
"white","tymekkk","bullet",0,0,6,12
"white","tymekkk","bullet",0,0,6,13
"white","tymekkk","bullet",0,0,6,14
"white","tymekkk","bullet",0,0,6,15
"white","tymekkk","bullet",0,0,6,16
"white","tymekkk","bullet",0,0,6,17
"white","tymekkk","bullet",0,0,6,18
"white","tymekkk","bullet",0,0,6,19
"white","tymekkk","bullet",0,0,6,20
"white","tymekkk","bullet",0,0,6,21
"white","tymekkk","bullet",0,0,6,22
"white","tymekkk","bullet",0,0,6,23
"white","tymekkk","bullet",0,0,7,0
"white","tymekkk","bullet",0,0,7,1
"white","tymekkk","bullet",0,0,7,2
"white","tymekkk","bullet",0,0,7,3
"white","tymekkk","bullet",0,0,7,4
"white","tymekkk","bullet",0,0,7,5
"white","tymekkk","bullet",0,0,7,6
"white","tymekkk","bullet",0,0,7,7
"white","tymekkk","bullet",0,0,7,8
"white","tymekkk","bullet",0,0,7,9
"white","tymekkk","bullet",0,0,7,10
"white","tymekkk","bullet",0,0,7,11
"white","tymekkk","bullet",0,0,7,12
"white","tymekkk","bullet",0,0,7,13
"white","tymekkk","bullet",0,0,7,14
"white","tymekkk","bullet",0,0,7,15
"white","tymekkk","bullet",0,0,7,16
"white","tymekkk","bullet",0,0,7,17
"white","tymekkk","bullet",0,0,7,18
"white","tymekkk","bullet",0,0,7,19
"white","tymekkk","bullet",0,0,7,20
"white","tymekkk","bullet",0,0,7,21
"white","tymekkk","bullet",0,0,7,22
"white","tymekkk","bullet",0,0,7,23
"black","tymekkk","bullet",0,0,1,0
"black","tymekkk","bullet",0,0,1,1
"black","tymekkk","bullet",0,0,1,2
"black","tymekkk","bullet",0,0,1,3
"black","tymekkk","bullet",0,0,1,4
"black","tymekkk","bullet",0,0,1,5
"black","tymekkk","bullet",0,0,1,6
"black","tymekkk","bullet",0,0,1,7
"black","tymekkk","bullet",0,0,1,8
"black","tymekkk","bullet",0,0,1,9
"black","tymekkk","bullet",0,0,1,10
"black","tymekkk","bullet",0,0,1,11
"black","tymekkk","bullet",0,0,1,12
"black","tymekkk","bullet",0,0,1,13
"black","tymekkk","bullet",0,0,1,14
"black","tymekkk","bullet",0,0,1,15
"black","tymekkk","bullet",0,0,1,16
"black","tymekkk","bullet",0,0,1,17
"black","tymekkk","bullet",0,0,1,18
"black","tymekkk","bullet",0,0,1,19
"black","tymekkk","bullet",0,0,1,20
"black","tymekkk","bullet",0,0,1,21
"black","tymekkk","bullet",0,0,1,22
"black","tymekkk","bullet",0,0,1,23
"black","tymekkk","bullet",0,0,2,0
"black","tymekkk","bullet",0,0,2,1
"black","tymekkk","bullet",0,0,2,2
"black","tymekkk","bullet",0,0,2,3
"black","tymekkk","bullet",0,0,2,4
"black","tymekkk","bullet",0,0,2,5
"black","tymekkk","bullet",0,0,2,6
"black","tymekkk","bullet",0,0,2,7
"black","tymekkk","bullet",0,0,2,8
"black","tymekkk","bullet",0,0,2,9
"black","tymekkk","bullet",0,0,2,10
"black","tymekkk","bullet",0,0,2,11
"black","tymekkk","bullet",0,0,2,12
"black","tymekkk","bullet",0,0,2,13
"black","tymekkk","bullet",0,0,2,14
"black","tymekkk","bullet",0,0,2,15
"black","tymekkk","bullet",0,0,2,16
"black","tymekkk","bullet",0,0,2,17
"black","tymekkk","bullet",0,0,2,18
"black","tymekkk","bullet",0,0,2,19
"black","tymekkk","bullet",0,0,2,20
"black","tymekkk","bullet",0,0,2,21
"black","tymekkk","bullet",0,0,2,22
"black","tymekkk","bullet",0,0,2,23
"black","tymekkk","bullet",0,0,3,0
"black","tymekkk","bullet",0,0,3,1
"black","tymekkk","bullet",0,0,3,2
"black","tymekkk","bullet",0,0,3,3
"black","tymekkk","bullet",0,0,3,4
"black","tymekkk","bullet",0,0,3,5
"black","tymekkk","bullet",0,0,3,6
"black","tymekkk","bullet",0,0,3,7
"black","tymekkk","bullet",0,0,3,8
"black","tymekkk","bullet",0,0,3,9
"black","tymekkk","bullet",0,0,3,10
"black","tymekkk","bullet",0,0,3,11
"black","tymekkk","bullet",0,0,3,12
"black","tymekkk","bullet",0,0,3,13
"black","tymekkk","bullet",0,0,3,14
"black","tymekkk","bullet",0,0,3,15
"black","tymekkk","bullet",0,0,3,16
"black","tymekkk","bullet",0,0,3,17
"black","tymekkk","bullet",0,0,3,18
"black","tymekkk","bullet",0,0,3,19
"black","tymekkk","bullet",0,0,3,20
"black","tymekkk","bullet",0,0,3,21
"black","tymekkk","bullet",0,0,3,22
"black","tymekkk","bullet",0,0,3,23
"black","tymekkk","bullet",0,0,4,0
"black","tymekkk","bullet",0,0,4,1
"black","tymekkk","bullet",0,0,4,2
"black","tymekkk","bullet",0,0,4,3
"black","tymekkk","bullet",0,0,4,4
"black","tymekkk","bullet",0,0,4,5
"black","tymekkk","bullet",0,0,4,6
"black","tymekkk","bullet",0,0,4,7
"black","tymekkk","bullet",0,0,4,8
"black","tymekkk","bullet",0,0,4,9
"black","tymekkk","bullet",0,0,4,10
"black","tymekkk","bullet",0,0,4,11
"black","tymekkk","bullet",0,0,4,12
"black","tymekkk","bullet",0,0,4,13
"black","tymekkk","bullet",0,0,4,14
"black","tymekkk","bullet",0,0,4,15
"black","tymekkk","bullet",0,0,4,16
"black","tymekkk","bullet",0,0,4,17
"black","tymekkk","bullet",0,0,4,18
"black","tymekkk","bullet",0,0,4,19
"black","tymekkk","bullet",0,0,4,20
"black","tymekkk","bullet",0,0,4,21
"black","tymekkk","bullet",0,0,4,22
"black","tymekkk","bullet",0,0,4,23
"black","tymekkk","bullet",0,0,5,0
"black","tymekkk","bullet",0,0,5,1
"black","tymekkk","bullet",0,0,5,2
"black","tymekkk","bullet",0,0,5,3
"black","tymekkk","bullet",0,0,5,4
"black","tymekkk","bullet",0,0,5,5
"black","tymekkk","bullet",0,0,5,6
"black","tymekkk","bullet",0,0,5,7
"black","tymekkk","bullet",0,0,5,8
"black","tymekkk","bullet",0,0,5,9
"black","tymekkk","bullet",0,0,5,10
"black","tymekkk","bullet",0,0,5,11
"black","tymekkk","bullet",0,0,5,12
"black","tymekkk","bullet",0,0,5,13
"black","tymekkk","bullet",0,0,5,14
"black","tymekkk","bullet",0,0,5,15
"black","tymekkk","bullet",0,0,5,16
"black","tymekkk","bullet",0,0,5,17
"black","tymekkk","bullet",0,0,5,18
"black","tymekkk","bullet",0,0,5,19
"black","tymekkk","bullet",0,0,5,20
"black","tymekkk","bullet",0,0,5,21
"black","tymekkk","bullet",0,0,5,22
"black","tymekkk","bullet",0,0,5,23
"black","tymekkk","bullet",0,0,6,0
"black","tymekkk","bullet",0,0,6,1
"black","tymekkk","bullet",0,0,6,2
"black","tymekkk","bullet",0,0,6,3
"black","tymekkk","bullet",0,0,6,4
"black","tymekkk","bullet",0,0,6,5
"black","tymekkk","bullet",0,0,6,6
"black","tymekkk","bullet",0,0,6,7
"black","tymekkk","bullet",0,0,6,8
"black","tymekkk","bullet",0,0,6,9
"black","tymekkk","bullet",0,0,6,10
"black","tymekkk","bullet",0,0,6,11
"black","tymekkk","bullet",0,0,6,12
"black","tymekkk","bullet",0,0,6,13
"black","tymekkk","bullet",0,0,6,14
"black","tymekkk","bullet",0,0,6,15
"black","tymekkk","bullet",0,0,6,16
"black","tymekkk","bullet",0,0,6,17
"black","tymekkk","bullet",0,0,6,18
"black","tymekkk","bullet",0,0,6,19
"black","tymekkk","bullet",0,0,6,20
"black","tymekkk","bullet",0,0,6,21
"black","tymekkk","bullet",0,0,6,22
"black","tymekkk","bullet",0,0,6,23
"black","tymekkk","bullet",0,0,7,0
"black","tymekkk","bullet",0,0,7,1
"black","tymekkk","bullet",0,0,7,2
"black","tymekkk","bullet",0,0,7,3
"black","tymekkk","bullet",0,0,7,4
"black","tymekkk","bullet",0,0,7,5
"black","tymekkk","bullet",0,0,7,6
"black","tymekkk","bullet",0,0,7,7
"black","tymekkk","bullet",0,0,7,8
"black","tymekkk","bullet",0,0,7,9
"black","tymekkk","bullet",0,0,7,10
"black","tymekkk","bullet",0,0,7,11
"black","tymekkk","bullet",0,0,7,12
"black","tymekkk","bullet",0,0,7,13
"black","tymekkk","bullet",0,0,7,14
"black","tymekkk","bullet",0,0,7,15
"black","tymekkk","bullet",0,0,7,16
"black","tymekkk","bullet",0,0,7,17
"black","tymekkk","bullet",0,0,7,18
"black","tymekkk","bullet",0,0,7,19
"black","tymekkk","bullet",0,0,7,20
"black","tymekkk","bullet",0,0,7,21
"black","tymekkk","bullet",0,0,7,22
"black","tymekkk","bullet",0,0,7,23
"both","tymekkk","bullet",0,0,1,0
"both","tymekkk","bullet",0,0,1,1
"both","tymekkk","bullet",0,0,1,2
"both","tymekkk","bullet",0,0,1,3
"both","tymekkk","bullet",0,0,1,4
"both","tymekkk","bullet",0,0,1,5
"both","tymekkk","bullet",0,0,1,6
"both","tymekkk","bullet",0,0,1,7
"both","tymekkk","bullet",0,0,1,8
"both","tymekkk","bullet",0,0,1,9
"both","tymekkk","bullet",0,0,1,10
"both","tymekkk","bullet",0,0,1,11
"both","tymekkk","bullet",0,0,1,12
"both","tymekkk","bullet",0,0,1,13
"both","tymekkk","bullet",0,0,1,14
"both","tymekkk","bullet",0,0,1,15
"both","tymekkk","bullet",0,0,1,16
"both","tymekkk","bullet",0,0,1,17
"both","tymekkk","bullet",0,0,1,18
"both","tymekkk","bullet",0,0,1,19
"both","tymekkk","bullet",0,0,1,20
"both","tymekkk","bullet",0,0,1,21
"both","tymekkk","bullet",0,0,1,22
"both","tymekkk","bullet",0,0,1,23
"both","tymekkk","bullet",0,0,2,0
"both","tymekkk","bullet",0,0,2,1
"both","tymekkk","bullet",0,0,2,2
"both","tymekkk","bullet",0,0,2,3
"both","tymekkk","bullet",0,0,2,4
"both","tymekkk","bullet",0,0,2,5
"both","tymekkk","bullet",0,0,2,6
"both","tymekkk","bullet",0,0,2,7
"both","tymekkk","bullet",0,0,2,8
"both","tymekkk","bullet",0,0,2,9
"both","tymekkk","bullet",0,0,2,10
"both","tymekkk","bullet",0,0,2,11
"both","tymekkk","bullet",0,0,2,12
"both","tymekkk","bullet",0,0,2,13
"both","tymekkk","bullet",0,0,2,14
"both","tymekkk","bullet",0,0,2,15
"both","tymekkk","bullet",0,0,2,16
"both","tymekkk","bullet",0,0,2,17
"both","tymekkk","bullet",0,0,2,18
"both","tymekkk","bullet",0,0,2,19
"both","tymekkk","bullet",0,0,2,20
"both","tymekkk","bullet",0,0,2,21
"both","tymekkk","bullet",0,0,2,22
"both","tymekkk","bullet",0,0,2,23
"both","tymekkk","bullet",0,0,3,0
"both","tymekkk","bullet",0,0,3,1
"both","tymekkk","bullet",0,0,3,2
"both","tymekkk","bullet",0,0,3,3
"both","tymekkk","bullet",0,0,3,4
"both","tymekkk","bullet",0,0,3,5
"both","tymekkk","bullet",0,0,3,6
"both","tymekkk","bullet",0,0,3,7
"both","tymekkk","bullet",0,0,3,8
"both","tymekkk","bullet",0,0,3,9
"both","tymekkk","bullet",0,0,3,10
"both","tymekkk","bullet",0,0,3,11
"both","tymekkk","bullet",0,0,3,12
"both","tymekkk","bullet",0,0,3,13
"both","tymekkk","bullet",0,0,3,14
"both","tymekkk","bullet",0,0,3,15
"both","tymekkk","bullet",0,0,3,16
"both","tymekkk","bullet",0,0,3,17
"both","tymekkk","bullet",0,0,3,18
"both","tymekkk","bullet",0,0,3,19
"both","tymekkk","bullet",0,0,3,20
"both","tymekkk","bullet",0,0,3,21
