"","Profile.Name","Start.Time","Duration","Attributes","Title","Supplemental.Video.Type","Device.Type","Bookmark","Latest.Bookmark","Country"
"1260","Wojtek","2020-01-11 08:44:57","00:09:30","","The Big Bang Theory: Season 10: The Gyroscopic Collapse (Episode 23)","","Netflix Windows App - Cadmium Windows Mobile","00:18:44","00:18:44","PL (Poland)"
"1261","Wojtek","2020-01-10 22:06:00","00:10:01","Autoplayed: user action: None; ","The Big Bang Theory: Season 10: The Gyroscopic Collapse (Episode 23)","","Netflix Windows App - Cadmium Windows Mobile","00:08:54","Not latest view","PL (Poland)"
"1262","Wojtek","2020-01-10 21:56:23","00:09:16","","The Big Bang Theory: Season 10: The Cognition Regeneration (Episode 22)","","Netflix Windows App - Cadmium Windows Mobile","00:19:53","00:19:53","PL (Poland)"
"1263","Wojtek","2020-01-10 18:13:57","00:04:41","","The Big Bang Theory: Season 10: The Cognition Regeneration (Episode 22)","","Netflix Windows App - Cadmium Windows Mobile","00:10:37","Not latest view","PL (Poland)"
"1264","Wojtek","2020-01-10 16:23:57","00:02:08","","MINDHUNTER: Season 1: Episode 5","","Netflix Windows App - Cadmium Windows Mobile","00:20:05","00:20:05","PL (Poland)"
"1265","Wojtek","2020-01-07 14:56:35","00:04:39","","The Big Bang Theory: Season 10: The Cognition Regeneration (Episode 22)","","Netflix Windows App - Cadmium Windows Mobile","00:05:59","Not latest view","PL (Poland)"
"1266","Wojtek","2020-01-06 19:30:54","00:16:59","","Johnny Test: Season 1: Johnny to the Center of the Earth / Johnny X (Episode 1)","","Chrome PC (Cadmium)","00:17:43","00:17:43","PL (Poland)"
"1267","Wojtek","2020-01-06 19:29:21","00:00:44","","Johnny Test: Season 1: Johnny to the Center of the Earth / Johnny X (Episode 1)","","Netflix Windows App - Cadmium Windows Mobile","00:00:44","Not latest view","PL (Poland)"
"1268","Wojtek","2020-01-06 18:31:00","00:38:59","","Women of Mafia 2","","Netflix Windows App - Cadmium Windows Mobile","02:08:59","02:08:59","PL (Poland)"
"1269","Wojtek","2020-01-06 17:13:26","00:19:22","","Women of Mafia 2","","Netflix Windows App - Cadmium Windows Mobile","01:28:49","Not latest view","PL (Poland)"
"1270","Wojtek","2020-01-06 15:27:10","00:52:31","","Women of Mafia 2","","Netflix Windows App - Cadmium Windows Mobile","01:06:12","Not latest view","PL (Poland)"
"1271","Wojtek","2020-01-06 14:59:16","00:11:38","","Women of Mafia 2","","Netflix Windows App - Cadmium Windows Mobile","00:11:33","Not latest view","PL (Poland)"
"1272","Wojtek","2020-01-06 13:36:16","00:00:01","","Women of Mafia 2","","Netflix Windows App - Cadmium Windows Mobile","00:00:01","Not latest view","PL (Poland)"
"1273","Wojtek","2020-01-06 12:19:18","00:19:43","","Women of Mafia","","Netflix Windows App - Cadmium Windows Mobile","02:11:27","02:11:27","PL (Poland)"
"1274","Wojtek","2020-01-06 10:31:03","01:34:19","","Women of Mafia","","Netflix Windows App - Cadmium Windows Mobile","01:51:44","Not latest view","PL (Poland)"
"1275","Wojtek","2020-01-05 16:57:42","00:16:24","","Women of Mafia","","Netflix Windows App - Cadmium Windows Mobile","00:16:55","Not latest view","PL (Poland)"
"1276","Wojtek","2020-01-04 14:12:29","00:00:01","","The Big Bang Theory: Season 10: The Cognition Regeneration (Episode 22)","","Netflix Windows App - Cadmium Windows Mobile","00:01:05","Not latest view","PL (Poland)"
"1277","Wojtek","2020-01-04 08:33:59","00:20:17","","Trailer Park Boys: Season 3: Who's the Microphone Assassin? (Episode 4)","","Netflix Windows App - Cadmium Windows Mobile","00:19:39","00:19:39","PL (Poland)"
"1278","Wojtek","2020-01-03 20:19:46","00:01:08","","The Big Bang Theory: Season 10: The Cognition Regeneration (Episode 22)","","Chrome PC (Cadmium)","00:01:08","Not latest view","PL (Poland)"
"1279","Wojtek","2020-01-03 18:30:02","00:07:25","","They Are Everywhere","","Chrome PC (Cadmium)","01:37:58","01:37:58","PL (Poland)"
"1280","Wojtek","2020-01-03 13:13:49","00:13:16","","They Are Everywhere","","Chrome PC (Cadmium)","01:32:23","Not latest view","PL (Poland)"
"1281","Wojtek","2020-01-03 12:52:35","00:07:54","","They Are Everywhere","","Netflix Windows App - Cadmium Windows Mobile","01:19:07","Not latest view","PL (Poland)"
"1282","Wojtek","2020-01-02 20:32:33","00:33:10","","They Are Everywhere","","Netflix Windows App - Cadmium Windows Mobile","01:03:48","Not latest view","PL (Poland)"
"1283","Wojtek","2020-01-02 20:08:38","00:02:47","","The Witcher: Season 1: Four Marks (Episode 2)","","Netflix Windows App - Cadmium Windows Mobile","00:02:47","Not latest view","PL (Poland)"
"1284","Wojtek","2020-01-02 19:58:21","00:09:59","","The Witcher: Season 1: The End’s Beginning (Episode 1)","","Netflix Windows App - Cadmium Windows Mobile","00:59:34","Not latest view","PL (Poland)"
"1285","Wojtek","2020-01-02 16:09:03","00:11:47","","The Witcher: Season 1: The End’s Beginning (Episode 1)","","Netflix Windows App - Cadmium Windows Mobile","00:48:59","Not latest view","PL (Poland)"
"1286","Wojtek","2019-12-31 12:19:20","00:18:55","","The Big Bang Theory: Season 10: The Separation Agitation (Episode 21)","","Netflix Windows App - Cadmium Windows Mobile","00:19:09","00:19:09","PL (Poland)"
"1287","Wojtek","2019-12-31 12:05:58","00:13:16","","The Big Bang Theory: Season 10: The Recollection Dissipation (Episode 20)","","Netflix Windows App - Cadmium Windows Mobile","00:18:48","00:18:48","PL (Poland)"
"1288","Wojtek","2019-12-30 20:43:45","00:05:07","","The Big Bang Theory: Season 10: The Recollection Dissipation (Episode 20)","","Netflix Windows App - Cadmium Windows Mobile","00:05:18","Not latest view","PL (Poland)"
"1289","Wojtek","2019-12-30 20:43:21","00:00:17","","The Big Bang Theory: Season 10: The Collaboration Fluctuation (Episode 19)","","Netflix Windows App - Cadmium Windows Mobile","00:14:02","00:14:02","PL (Poland)"
"1290","Wojtek","2019-12-29 12:21:41","00:09:56","","The Big Bang Theory: Season 10: The Collaboration Fluctuation (Episode 19)","","Netflix Windows App - Cadmium Windows Mobile","00:13:48","Not latest view","PL (Poland)"
"1291","Wojtek","2019-12-28 20:41:30","00:03:39","","The Big Bang Theory: Season 10: The Collaboration Fluctuation (Episode 19)","","Netflix Windows App - Cadmium Windows Mobile","00:03:55","Not latest view","PL (Poland)"
"1292","Wojtek","2019-12-27 07:53:10","00:19:02","","The Big Bang Theory: Season 10: The Comic-Con Conundrum (Episode 17)","","Netflix Windows App - Cadmium Windows Mobile","00:19:05","00:19:05","PL (Poland)"
"1293","Wojtek","2019-12-26 21:02:35","00:21:03","","The Witcher: Season 1: The End’s Beginning (Episode 1)","","Netflix Windows App - Cadmium Windows Mobile","00:37:14","Not latest view","PL (Poland)"
"1294","Wojtek","2019-12-26 20:43:33","00:16:57","Autoplayed: user action: None; ","The Big Bang Theory: Season 10: The Allowance Evaporation (Episode 16)","","Netflix Windows App - Cadmium Windows Mobile","00:17:13","00:17:13","PL (Poland)"
"1295","Wojtek","2019-12-26 20:23:12","00:20:03","","The Big Bang Theory: Season 10: The Locomotion Reverberation (Episode 15)","","Netflix Windows App - Cadmium Windows Mobile","00:20:03","00:20:03","PL (Poland)"
"1296","Wojtek","2019-12-24 14:05:56","00:00:53","","Rick and Morty: Season 4: Claw and Hoarder: Special Ricktim’s Morty (Episode 4)","","Netflix Windows App - Cadmium Windows Mobile","00:00:53","00:00:53","PL (Poland)"
"1297","Wojtek","2019-12-23 18:37:28","00:18:04","","The Big Bang Theory: Season 10: The Emotion Detection Automation (Episode 14)","","Chrome PC (Cadmium)","00:19:01","00:19:01","PL (Poland)"
"1298","Wojtek","2019-12-23 13:30:52","00:15:12","","The Big Bang Theory: Season 10: The Romance Recalibration (Episode 13)","","Chrome PC (Cadmium)","00:18:03","00:18:03","PL (Poland)"
"1299","Wojtek","2019-12-22 19:43:15","00:00:04","Autoplayed: user action: None; ","Rick and Morty: Season 4: Claw and Hoarder: Special Ricktim’s Morty (Episode 4)","","Chrome PC (Cadmium)","00:00:07","Not latest view","PL (Poland)"
"1300","Wojtek","2019-12-22 19:19:12","00:22:38","","Rick and Morty: Season 4: One Crew over the Crewcoo’s Morty (Episode 3)","","Chrome PC (Cadmium)","00:22:41","00:22:41","PL (Poland)"
"1301","Wojtek","2019-12-22 09:28:25","00:21:41","","Rick and Morty: Season 4: The Old Man and the Seat (Episode 2)","","Netflix Windows App - Cadmium Windows Mobile","00:22:02","00:22:02","PL (Poland)"
"1302","Wojtek","2019-12-22 09:28:16","00:00:05","","Rick and Morty: Season 4: Edge of Tomorty: Rick Die Rickpeat (Episode 1)","","Netflix Windows App - Cadmium Windows Mobile","00:21:30","00:21:30","PL (Poland)"
"1303","Wojtek","2019-12-22 08:18:36","00:21:29","","Rick and Morty: Season 4: Edge of Tomorty: Rick Die Rickpeat (Episode 1)","","Netflix Windows App - Cadmium Windows Mobile","00:21:29","Not latest view","PL (Poland)"
"1304","Wojtek","2019-12-22 08:18:18","00:00:06","","Rick and Morty: Season 4: Edge of Tomorty: Rick Die Rickpeat (Episode 1)","","Netflix Windows App - Cadmium Windows Mobile","00:00:06","Not latest view","PL (Poland)"
"1305","Wojtek","2019-12-21 14:38:19","00:20:03","","The Big Bang Theory: Season 10: The Holiday Summation (Episode 12)","","Netflix Windows App - Cadmium Windows Mobile","00:20:24","00:20:24","PL (Poland)"
"1306","Wojtek","2019-12-20 15:01:39","00:17:09","","The Witcher: Season 1: The End’s Beginning (Episode 1)","","Netflix Windows App - Cadmium Windows Mobile","00:16:23","Not latest view","PL (Poland)"
"1307","Wojtek","2019-12-15 19:03:44","01:22:23","","Project X","","Chrome PC (Cadmium)","01:21:53","Not latest view","PL (Poland)"
"1308","Wojtek","2019-12-15 13:18:00","00:00:06","","The Big Bang Theory: Season 10: The Property Division Collision (Episode 10)","","Chrome PC (Cadmium)","00:01:49","00:01:49","PL (Poland)"
"1309","Wojtek","2019-12-15 12:53:46","00:01:43","","The Big Bang Theory: Season 10: The Property Division Collision (Episode 10)","","Chrome PC (Cadmium)","00:01:43","Not latest view","PL (Poland)"
"1310","Wojtek","2019-12-14 14:29:13","00:30:43","","They Are Everywhere","","Netflix Windows App - Cadmium Windows Mobile","00:30:52","Not latest view","PL (Poland)"
"1311","Wojtek","2019-12-14 14:28:32","00:00:21","","They Are Everywhere","","Netflix Windows App - Cadmium Windows Mobile","00:11:29","Not latest view","PL (Poland)"
"1312","Wojtek","2019-12-14 12:58:41","00:14:05","","South Park: Season 18: The Cissy (Episode 3)","","Chrome PC (Cadmium)","00:19:50","00:19:50","PL (Poland)"
"1313","Wojtek","2019-12-14 11:48:48","00:19:15","Autoplayed: user action: None; ","The Big Bang Theory: Season 10: The Geology Elevation (Episode 9)","","Chrome PC (Cadmium)","00:18:45","00:18:45","PL (Poland)"
"1314","Wojtek","2019-12-14 11:37:31","00:11:14","","The Big Bang Theory: Season 10: The Brain Bowl Incubation (Episode 8)","","Chrome PC (Cadmium)","00:18:15","00:18:15","PL (Poland)"
"1315","Wojtek","2019-12-14 09:41:01","00:06:21","","The Big Bang Theory: Season 10: The Brain Bowl Incubation (Episode 8)","","Chrome PC (Cadmium)","00:06:41","Not latest view","PL (Poland)"
"1316","Wojtek","2019-12-13 15:39:20","00:18:11","","The Big Bang Theory: Season 10: The Fetal Kick Catalyst (Episode 6)","","Netflix Windows App - Cadmium Windows Mobile","00:17:58","00:17:58","PL (Poland)"
"1317","Wojtek","2019-12-13 15:23:08","00:11:31","","Game Night","","Netflix Windows App - Cadmium Windows Mobile","00:58:15","00:58:15","PL (Poland)"
"1318","Wojtek","2019-12-11 22:01:05","00:00:20","","The Good Place: Season 3: Pandemonium (Episode 12)","","Android DefaultWidevineL3Phone Android Phone","00:21:40","00:21:40","PL (Poland)"
"1319","Wojtek","2019-12-11 22:00:12","00:00:20","","The Good Place: Season 4: A Girl From Arizona - Part 1 (Episode 1)","","Android DefaultWidevineL3Phone Android Phone","00:05:13","00:05:13","PL (Poland)"
"1320","Wojtek","2019-12-11 19:10:23","00:10:37","","The Big Bang Theory: Season 10: The Dependence Transcendence (Episode 3)","","Chrome PC (Cadmium)","00:10:55","00:10:55","PL (Poland)"
"1321","Wojtek","2019-12-11 13:29:00","00:05:16","","South Park: Season 18: The Cissy (Episode 3)","","Netflix Windows App - Cadmium Windows Mobile","00:05:45","Not latest view","PL (Poland)"
"1322","Wojtek","2019-12-10 22:48:37","00:12:04","","South Park: Season 18: Gluten Free Ebola (Episode 2)","","Netflix Windows App - Cadmium Windows Mobile","00:21:07","00:21:07","PL (Poland)"
"1323","Wojtek","2019-12-10 22:30:01","00:17:40","","The Big Bang Theory: Season 10: The Military Miniaturization (Episode 2)","","Netflix Windows App - Cadmium Windows Mobile","00:18:19","00:18:19","PL (Poland)"
"1324","Wojtek","2019-12-08 07:51:33","00:00:32","","1983: Season 1: Subversion (Episode 6)","","Chrome PC (Cadmium)","00:00:32","00:00:32","PL (Poland)"
"1325","Wojtek","2019-12-08 07:51:01","00:00:22","","Family Business: Season 1: Hog Wild (Episode 3)","","Chrome PC (Cadmium)","00:00:22","00:00:22","PL (Poland)"
"1326","Wojtek","2019-12-07 17:13:35","00:19:04","","The Big Bang Theory: Season 10: The Conjugal Conjecture (Episode 1)","","Netflix Windows App - Cadmium Windows Mobile","00:21:18","00:21:18","PL (Poland)"
"1327","Wojtek","2019-12-07 17:06:13","00:05:31","","The Big Bang Theory: Season 9: The Convergence Convergence (Episode 24)","","Netflix Windows App - Cadmium Windows Mobile","00:19:16","00:19:16","PL (Poland)"
"1328","Wojtek","2019-12-06 15:32:13","00:00:34","","Money Heist: Part 1: Episode 1","","Chrome PC (Cadmium)","00:02:44","00:02:44","PL (Poland)"
"1329","Wojtek","2019-12-06 15:31:59","00:00:06","","Narcos: Season 3: Checkmate (Episode 4)","","Chrome PC (Cadmium)","00:00:06","00:00:06","PL (Poland)"
"1330","Wojtek","2019-12-05 20:05:31","00:13:30","","The Big Bang Theory: Season 9: The Convergence Convergence (Episode 24)","","Chrome PC (Cadmium)","00:13:48","Not latest view","PL (Poland)"
"1331","Wojtek","2019-12-04 15:09:44","00:09:08","","South Park: Season 18: Gluten Free Ebola (Episode 2)","","Android DefaultWidevineL3Phone Android Phone","00:09:41","Not latest view","PL (Poland)"
"1332","Wojtek","2019-12-04 07:53:18","00:13:17","","South Park: Season 18: Go Fund Yourself (Episode 1)","","Netflix Windows App - Cadmium Windows Mobile","00:21:49","00:21:49","PL (Poland)"
"1333","Wojtek","2019-12-01 17:42:21","00:05:42","","South Park: Season 18: Go Fund Yourself (Episode 1)","","Netflix Windows App - Cadmium Windows Mobile","00:08:34","Not latest view","PL (Poland)"
"1334","Wojtek","2019-12-01 09:40:00","00:02:27","","South Park: Season 18: Go Fund Yourself (Episode 1)","","Android DefaultWidevineL3Phone Android Phone","00:02:56","Not latest view","PL (Poland)"
"1335","Wojtek","2019-12-01 07:59:47","00:17:44","","The Big Bang Theory: Season 9: The Line Substitution Solution (Episode 23)","","Android DefaultWidevineL3Phone Android Phone","00:18:02","00:18:02","PL (Poland)"
"1336","Wojtek","2019-12-01 05:56:11","00:19:25","","The Big Bang Theory: Season 9: The Fermentation Bifurcation (Episode 22)","","Samsung 2016 Jazz-L UHD TV Smart TV","00:19:25","00:19:25","PL (Poland)"
"1337","Wojtek","2019-12-01 05:37:36","00:18:05","","The Big Bang Theory: Season 9: The Viewing Party Combustion (Episode 21)","","Samsung 2016 Jazz-L UHD TV Smart TV","00:18:05","00:18:05","PL (Poland)"
"1338","Wojtek","2019-12-01 05:37:28","00:00:01","Autoplayed: user action: None; ","The Big Bang Theory: Season 9: The Big Bear Precipitation (Episode 20)","","Samsung 2016 Jazz-L UHD TV Smart TV","00:07:35","00:07:35","PL (Poland)"
"1339","Wojtek","2019-12-01 05:36:50","00:00:16","Autoplayed: user action: Unspecified; ","The Big Bang Theory: Season 9: The Big Bear Precipitation (Episode 20)","","Samsung 2016 Jazz-L UHD TV Smart TV","00:07:36","Not latest view","PL (Poland)"
"1340","Wojtek","2019-11-28 20:21:42","00:07:04","","The Big Bang Theory: Season 9: The Big Bear Precipitation (Episode 20)","","Chrome PC (Cadmium)","00:07:22","Not latest view","PL (Poland)"
"1341","Wojtek","2019-11-26 22:21:09","00:06:27","","The Devil Next Door: Limited Series: The Devil Lives in Cleveland (Episode 1)","","Chrome PC (Cadmium)","00:28:08","00:28:08","PL (Poland)"
"1342","Wojtek","2019-11-26 15:33:48","00:19:33","","The Devil Next Door: Limited Series: The Devil Lives in Cleveland (Episode 1)","","Chrome PC (Cadmium)","00:21:41","Not latest view","PL (Poland)"
"1343","Wojtek","2019-11-25 20:31:15","00:02:48","","The Devil Next Door: Limited Series: The Devil Lives in Cleveland (Episode 1)","","Chrome PC (Cadmium)","00:02:38","Not latest view","PL (Poland)"
"1344","Wojtek","2019-11-25 19:19:45","00:16:31","","The Big Bang Theory: Season 9: The Application Deterioration (Episode 18)","","Chrome PC (Cadmium)","00:17:41","00:17:41","PL (Poland)"
"1345","Wojtek","2019-11-24 15:01:19","00:00:02","","The Big Bang Theory: Season 9: The Application Deterioration (Episode 18)","","Chrome PC (Cadmium)","00:00:02","Not latest view","PL (Poland)"
"1346","Wojtek","2019-11-24 14:57:05","00:04:04","","The Big Bang Theory: Season 9: The Celebration Experimentation (Episode 17)","","Chrome PC (Cadmium)","00:18:36","00:18:36","PL (Poland)"
"1347","Wojtek","2019-11-24 14:09:32","00:06:34","","The Big Bang Theory: Season 9: The Celebration Experimentation (Episode 17)","","Chrome PC (Cadmium)","00:12:59","Not latest view","PL (Poland)"
"1348","Wojtek","2019-11-23 18:05:46","00:06:25","Autoplayed: user action: Unspecified; ","The Big Bang Theory: Season 9: The Celebration Experimentation (Episode 17)","","Chrome PC (Cadmium)","00:06:25","Not latest view","PL (Poland)"
"1349","Wojtek","2019-11-23 17:47:23","00:18:18","","The Big Bang Theory: Season 9: The Positive Negative Reaction (Episode 16)","","Chrome PC (Cadmium)","00:18:38","00:18:38","PL (Poland)"
"1350","Wojtek","2019-11-23 13:28:45","00:21:20","","The Good Place: Season 4: The Answer (Episode 9)","","Chrome PC (Cadmium)","00:21:40","00:21:40","PL (Poland)"
"1351","Wojtek","2019-11-21 15:04:59","00:04:25","Autoplayed: user action: None; ","Dark: Season 2: Ghosts (Episode 3)","","Chrome PC (Cadmium)","00:04:30","00:04:30","PL (Poland)"
"1352","Wojtek","2019-11-21 14:39:21","00:25:38","","Dark: Season 2: Dark Matter (Episode 2)","","Chrome PC (Cadmium)","00:51:23","00:51:23","PL (Poland)"
"1353","Wojtek","2019-11-16 16:01:55","00:13:53","","The Good Place: Season 4: The Funerals To End All Funerals (Episode 8)","","Chrome PC (Cadmium)","00:21:39","00:21:39","PL (Poland)"
"1354","Wojtek","2019-11-16 15:40:11","00:01:37","Autoplayed: user action: Unspecified; ","The Big Bang Theory: Season 9: The Valentino Submergence (Episode 15)","","Chrome PC (Cadmium)","00:01:37","00:01:37","PL (Poland)"
"1355","Wojtek","2019-11-16 15:36:50","00:03:18","","The Big Bang Theory: Season 9: The Meemaw Materialization (Episode 14)","","Chrome PC (Cadmium)","00:18:32","00:18:32","PL (Poland)"
"1356","Wojtek","2019-11-15 22:09:49","00:07:46","","The Good Place: Season 4: The Funerals To End All Funerals (Episode 8)","","Chrome PC (Cadmium)","00:07:46","Not latest view","PL (Poland)"
"1357","Wojtek","2019-11-13 19:35:32","00:14:55","","The Big Bang Theory: Season 9: The Meemaw Materialization (Episode 14)","","Chrome PC (Cadmium)","00:15:14","Not latest view","PL (Poland)"
"1358","Wojtek","2019-11-13 19:27:37","00:07:51","","The Big Bang Theory: Season 9: The Empathy Optimization (Episode 13)","","Chrome PC (Cadmium)","00:18:20","00:18:20","PL (Poland)"
"1359","Wojtek","2019-11-12 21:20:04","00:04:12","","The End of the F***ing World: Season 2: Episode 3","","Chrome PC (Cadmium)","00:04:28","00:04:28","PL (Poland)"
"1360","Wojtek","2019-11-12 21:19:59","00:00:03","","The End of the F***ing World: Season 2: Episode 2","","Chrome PC (Cadmium)","00:19:02","00:19:02","PL (Poland)"
"1361","Wojtek","2019-11-12 21:17:49","00:02:02","","The Big Bang Theory: Season 9: The Empathy Optimization (Episode 13)","","Chrome PC (Cadmium)","00:10:29","Not latest view","PL (Poland)"
"1362","Wojtek","2019-11-11 19:06:30","00:00:02","","The Big Bang Theory: Season 9: The Empathy Optimization (Episode 13)","","Android DefaultWidevineL3Phone Android Phone","00:08:27","Not latest view","PL (Poland)"
"1363","Wojtek","2019-11-11 18:37:35","00:07:57","","The Big Bang Theory: Season 9: The Empathy Optimization (Episode 13)","","Chrome PC (Cadmium)","00:08:26","Not latest view","PL (Poland)"
"1364","Wojtek","2019-11-11 18:15:06","00:18:06","Autoplayed: user action: None; ","The Big Bang Theory: Season 9: The Sales Call Sublimation (Episode 12)","","Chrome PC (Cadmium)","00:18:06","00:18:06","PL (Poland)"
"1365","Wojtek","2019-11-11 18:04:31","00:10:32","","The Big Bang Theory: Season 9: The Opening Night Excitation (Episode 11)","","Chrome PC (Cadmium)","00:21:08","00:21:08","PL (Poland)"
"1366","Wojtek","2019-11-11 15:19:15","00:10:36","","The Big Bang Theory: Season 9: The Opening Night Excitation (Episode 11)","","Chrome PC (Cadmium)","00:10:46","Not latest view","PL (Poland)"
"1367","Wojtek","2019-11-11 13:28:36","00:01:56","Autoplayed: user action: Unspecified; ","The Big Bang Theory: Season 9: The Opening Night Excitation (Episode 11)","","Chrome PC (Cadmium)","00:01:56","Not latest view","PL (Poland)"
"1368","Wojtek","2019-11-11 12:56:54","00:20:57","","The Big Bang Theory: Season 9: The Earworm Reverberation (Episode 10)","","Chrome PC (Cadmium)","00:21:05","00:21:05","PL (Poland)"
"1369","Wojtek","2019-11-10 20:21:40","00:00:08","","The Big Bang Theory: Season 9: The Earworm Reverberation (Episode 10)","","Chrome PC (Cadmium)","00:00:08","Not latest view","PL (Poland)"
"1370","Wojtek","2019-11-10 19:55:50","00:19:21","","The Big Bang Theory: Season 9: The Platonic Permutation (Episode 9)","","Chrome PC (Cadmium)","00:20:30","00:20:30","PL (Poland)"
"1371","Wojtek","2019-11-10 19:49:10","00:06:28","","The Big Bang Theory: Season 9: The Mystery Date Observation (Episode 8)","","Chrome PC (Cadmium)","00:17:40","00:17:40","PL (Poland)"
"1372","Wojtek","2019-11-09 12:14:39","00:18:22","","The End of the F***ing World: Season 2: Episode 2","","Chrome PC (Cadmium)","00:18:22","Not latest view","PL (Poland)"
"1373","Wojtek","2019-11-08 17:15:42","00:00:03","","NOVA: Black Hole Apocalypse","","Chrome PC (Cadmium)","00:11:03","00:11:03","PL (Poland)"
"1374","Wojtek","2019-11-08 16:53:52","00:21:40","","The Good Place: Season 4: Help is Other People (Episode 7)","","Chrome PC (Cadmium)","00:21:40","00:21:40","PL (Poland)"
"1375","Wojtek","2019-11-08 14:12:47","00:09:13","","The End of the F***ing World: Season 2: Episode 1","","Android DefaultWidevineL3Phone Android Phone","00:24:04","00:24:04","PL (Poland)"
"1376","Wojtek","2019-11-06 14:23:05","00:15:41","","The End of the F***ing World: Season 2: Episode 1","","Android DefaultWidevineL3Phone Android Phone","00:15:43","Not latest view","PL (Poland)"
"1377","Wojtek","2019-11-06 14:22:17","00:00:32","","The End of the F***ing World: Season 1: Episode 6","","Android DefaultWidevineL3Phone Android Phone","00:13:18","00:13:18","PL (Poland)"
"1378","Wojtek","2019-11-04 19:44:15","00:18:40","","The Big Bang Theory: Season 9: The Helium Insufficiency (Episode 6)","","Chrome PC (Cadmium)","00:18:40","00:18:40","PL (Poland)"
"1379","Wojtek","2019-11-04 19:44:03","00:00:08","","The Big Bang Theory: Season 9: The Perspiration Implementation (Episode 5)","","Chrome PC (Cadmium)","00:16:31","00:16:31","PL (Poland)"
"1380","Wojtek","2019-11-03 18:41:56","00:15:58","Autoplayed: user action: None; ","The Big Bang Theory: Season 9: The Perspiration Implementation (Episode 5)","","Chrome PC (Cadmium)","00:15:58","Not latest view","PL (Poland)"
"1381","Wojtek","2019-11-03 18:29:14","00:11:35","","The Big Bang Theory: Season 9: The 2003 Approximation (Episode 4)","","Chrome PC (Cadmium)","00:18:25","00:18:25","PL (Poland)"
"1382","Wojtek","2019-11-03 13:01:17","00:06:50","","The Big Bang Theory: Season 9: The 2003 Approximation (Episode 4)","","Chrome PC (Cadmium)","00:06:50","Not latest view","PL (Poland)"
"1383","Wojtek","2019-11-03 12:58:18","00:02:56","","The Big Bang Theory: Season 9: The Bachelor Party Corrosion (Episode 3)","","Chrome PC (Cadmium)","00:19:04","00:19:04","PL (Poland)"
"1384","Wojtek","2019-11-02 12:43:16","00:05:14","","The Big Bang Theory: Season 9: The Bachelor Party Corrosion (Episode 3)","","Chrome PC (Cadmium)","00:16:08","Not latest view","PL (Poland)"
"1385","Wojtek","2019-11-01 21:14:06","00:10:54","Autoplayed: user action: Unspecified; ","The Big Bang Theory: Season 9: The Bachelor Party Corrosion (Episode 3)","","Chrome PC (Cadmium)","00:10:54","Not latest view","PL (Poland)"
"1386","Wojtek","2019-11-01 19:59:38","00:18:24","Autoplayed: user action: Unspecified; ","The Big Bang Theory: Season 9: The Separation Oscillation (Episode 2)","","Chrome PC (Cadmium)","00:18:54","00:18:54","PL (Poland)"
"1387","Wojtek","2019-11-01 19:51:24","00:08:07","","The Big Bang Theory: Season 9: The Matrimonial Momentum (Episode 1)","","Chrome PC (Cadmium)","00:19:09","00:19:09","PL (Poland)"
"1388","Wojtek","2019-11-01 18:20:29","00:55:27","","The Game Changers","","Google Chromecast V5 Streaming Stick","01:21:58","01:21:58","PL (Poland)"
"1389","Wojtek","2019-11-01 18:20:09","00:00:01","","The Game Changers","","Android DefaultWidevineL3Phone Android Phone","00:27:34","Not latest view","PL (Poland)"
"1390","Wojtek","2019-11-01 18:13:03","00:00:01","","The Game Changers","","Chrome PC (Cadmium)","00:27:35","Not latest view","PL (Poland)"
"1391","Wojtek","2019-11-01 17:20:01","00:28:04","","The Game Changers","","Chrome PC (Cadmium)","00:27:34","Not latest view","PL (Poland)"
"1392","Wojtek","2019-11-01 16:58:09","00:21:34","","The Good Place: Season 4: A Chip Driver Mystery (Episode 6)","","Chrome PC (Cadmium)","00:21:35","00:21:35","PL (Poland)"
"1393","Wojtek","2019-11-01 16:51:05","00:00:10","","The Good Place: Season 4: A Chip Driver Mystery (Episode 6)","","Android DefaultWidevineL3Phone Android Phone","00:00:09","Not latest view","PL (Poland)"
"1394","Wojtek","2019-10-31 23:00:09","00:01:55","","The Big Bang Theory: Season 9: The Matrimonial Momentum (Episode 1)","","Chrome PC (Cadmium)","00:08:13","Not latest view","PL (Poland)"
"1395","Wojtek","2019-10-29 17:29:28","00:21:24","","The Good Place: Season 4: Employee of the Bearimy (Episode 5)","","Chrome PC (Cadmium)","00:21:24","00:21:24","PL (Poland)"
"1396","Wojtek","2019-10-26 12:55:23","00:09:10","","House of Cards: Season 5: Chapter 60 (Episode 8)","","Chrome PC (Cadmium)","00:30:24","00:30:24","PL (Poland)"
"1397","Wojtek","2019-10-26 12:55:07","00:00:03","","Dirty Money: Season 1: Hard NOx (Episode 1)","","Chrome PC (Cadmium)","00:00:03","00:00:03","PL (Poland)"
"1398","Wojtek","2019-10-26 12:31:37","00:06:18","","The Big Bang Theory: Season 9: The Matrimonial Momentum (Episode 1)","","Chrome PC (Cadmium)","00:06:18","Not latest view","PL (Poland)"
"1399","Wojtek","2019-10-26 12:19:28","00:11:59","","The Big Bang Theory: Season 8: The Commitment Determination (Episode 24)","","Chrome PC (Cadmium)","00:19:27","00:19:27","PL (Poland)"
